52	14	96
60	16	20
90	15	81
14	16	5
70	18	76
99	9	78
17	9	34
51	19	41
57	3	24
26	19	15
87	5	6
8	16	31
64	5	103
35	0	102
22	7	39
94	16	63
50	9	78
42	12	58
63	2	70
92	19	19
22	6	59
23	15	81
66	9	69
22	9	99
97	7	77
38	3	56
75	14	61
58	9	49
62	2	17
100	6	50
51	9	49
78	11	72
94	16	44
29	5	72
30	12	69
3	13	16
75	6	24
100	7	59
22	7	8
40	17	0
76	5	85
59	6	14
19	0	72
33	1	0
100	10	33
96	9	79
99	5	37
69	9	83
17	0	95
102	16	13
78	11	51
9	16	76
15	18	61
94	5	101
97	16	53
28	1	93
48	2	100
58	7	53
27	13	30
63	3	17
99	0	22
53	9	44
82	15	95
47	0	61
72	14	102
68	14	44
94	6	88
16	10	5
89	3	13
18	8	3
30	19	97
11	14	41
33	12	66
87	5	102
49	15	53
40	5	32
94	11	74
19	13	14
53	4	6
44	16	5
99	6	31
17	10	46
29	5	13
53	23	5
5	14	22
75	2	56
96	1	45
65	9	49
64	12	74
24	9	22
100	12	10
11	13	85
46	9	102
93	5	50
87	16	62
15	5	74
46	9	73
22	5	36
58	14	66
99	6	6
79	16	95
82	14	37
87	5	1
17	16	41
13	2	69
20	0	102
53	3	34
84	16	59
2	7	23
48	14	89
32	20	25
31	6	80
15	10	82
41	6	17
61	16	69
66	10	52
28	13	102
70	13	13
16	8	2
32	12	9
26	0	87
60	5	12
53	16	100
1	9	97
49	1	55
90	9	99
55	12	56
75	13	76
39	9	79
93	5	60
43	7	52
30	12	11
34	8	37
56	4	103
48	20	97
75	16	49
65	14	1
77	9	0
97	14	19
93	16	17
14	0	98
23	16	1
101	8	98
47	16	59
87	16	58
0	16	21
71	5	98
68	6	63
38	12	68
50	3	54
21	16	40
66	5	15
66	1	73
102	5	10
24	14	0
89	5	103
1	5	67
10	9	70
45	9	51
15	18	41
54	18	45
69	7	18
34	10	94
39	2	68
91	20	1
58	5	44
102	17	67
1	1	10
100	10	43
27	16	103
23	9	42
78	4	70
75	7	82
36	7	71
98	10	24
67	19	75
23	6	54
20	16	99
13	6	94
76	19	19
24	2	52
83	7	33
33	9	57
53	23	54
99	9	92
97	8	36
56	5	48
46	16	99
40	13	51
31	16	7
38	6	39
78	12	37
21	9	48
103	14	41
91	18	9
92	13	0
25	1	13
12	15	71
89	3	84
28	6	38
13	0	60
54	1	73
102	5	94
69	13	85
61	9	63
50	16	100
48	2	33
77	5	1
45	9	44
43	0	87
74	11	77
63	5	48
32	12	94
72	6	54
69	9	57
75	14	41
99	19	29
31	5	11
44	19	3
21	8	1
22	11	47
87	9	89
6	3	42
68	8	45
64	21	63
60	9	92
85	5	14
25	13	32
57	6	84
61	14	102
87	16	84
14	1	92
58	6	18
43	8	92
29	19	98
1	5	30
6	9	43
100	7	68
38	16	42
86	8	34
45	5	53
101	1	1
69	10	70
10	9	97
98	5	3
55	6	64
39	3	103
88	11	61
41	5	19
48	12	4
49	11	86
25	14	74
26	12	59
38	6	71
96	5	98
65	9	12
79	12	86
78	14	74
98	20	66
89	14	19
23	12	60
87	20	96
51	16	101
1	7	70
60	9	58
85	10	58
10	6	90
44	10	56
48	1	62
70	18	29
33	4	23
37	12	47
67	3	61
86	19	76
83	7	69
96	11	88
71	9	36
29	16	54
66	8	53
89	14	3
100	14	55
38	24	9
0	10	11
64	0	66
15	19	26
67	3	93
81	14	57
39	16	20
84	2	70
102	13	60
5	7	100
5	14	25
90	9	37
3	11	80
75	0	74
30	16	58
83	18	41
92	6	54
52	9	97
82	1	87
68	15	9
33	10	46
36	16	68
43	9	101
24	12	65
77	16	72
54	1	74
0	8	78
83	13	99
13	2	64
71	4	77
56	4	70
7	18	9
5	1	74
69	0	87
48	11	51
94	16	47
25	12	4
102	9	54
58	6	94
84	4	38
83	18	60
6	13	99
4	13	102
90	3	75
7	7	84
74	13	37
90	12	91
33	18	65
12	7	36
81	15	84
90	11	92
57	14	72
78	3	31
24	15	49
57	18	96
30	5	5
99	13	15
11	6	12
97	0	16
52	5	77
96	18	83
44	0	41
47	6	101
73	12	64
27	12	36
38	9	95
84	9	86
34	0	26
10	9	103
25	14	102
48	1	22
88	0	72
93	16	89
23	6	59
101	3	71
61	17	7
2	14	32
75	3	72
95	16	47
7	13	66
41	18	30
86	13	10
85	9	103
53	10	80
46	9	30
28	8	18
96	16	11
84	3	75
39	9	62
57	9	35
60	9	44
6	6	14
99	6	70
96	9	36
6	9	69
99	13	74
83	3	24
60	5	21
68	9	100
61	18	95
87	16	90
31	3	81
50	10	80
47	12	27
77	11	59
55	14	26
28	5	98
18	16	25
22	0	60
71	5	50
89	14	41
91	13	67
22	0	96
90	8	20
79	7	53
85	3	38
76	11	23
81	0	19
53	3	16
5	6	23
53	16	32
87	16	14
24	16	31
30	20	86
