0	0	1
2	1	3
4	2	5
6	3	7
8	4	9
10	5	11
12	6	13
14	4	9
15	4	9
16	7	17
18	8	19
20	9	21
22	0	23
24	4	9
25	10	26
27	11	28
29	9	30
31	12	32
33	6	34
35	13	36
37	0	38
39	4	9
40	14	41
42	3	43
44	15	45
46	16	47
48	6	49
50	17	51
52	3	43
53	18	54
55	19	56
39	3	57
58	19	59
60	20	61
62	1	63
18	8	64
65	1	66
67	21	68
69	22	70
71	23	72
73	16	74
75	24	76
77	25	78
79	16	80
81	14	82
83	3	84
85	26	86
87	6	88
89	27	5
90	3	57
91	28	92
93	15	94
95	29	96
97	6	98
99	6	100
101	2	5
102	30	103
104	16	105
106	4	9
107	6	13
108	31	109
110	32	111
112	7	113
114	0	115
116	33	117
118	7	119
120	19	121
122	34	123
124	35	125
126	36	127
128	22	129
130	37	131
132	38	26
133	39	134
135	22	136
137	40	138
139	7	140
141	15	142
20	8	143
15	3	57
144	11	145
146	6	147
148	22	149
150	41	151
152	0	153
154	40	155
156	42	157
158	16	159
160	43	161
162	42	163
164	44	165
166	45	167
168	12	169
170	46	171
172	16	173
174	29	175
176	24	177
178	8	179
180	45	181
182	32	183
184	16	185
186	47	187
188	7	189
190	48	191
192	10	26
193	49	5
194	50	5
195	51	11
196	22	197
198	36	199
200	7	201
168	52	202
203	46	204
17	6	201
205	15	206
207	4	9
208	45	167
209	16	210
21	53	211
212	40	71
213	54	214
215	45	216
217	55	218
219	56	220
221	57	222
223	58	164
224	38	26
225	54	226
227	10	26
228	9	229
230	7	42
231	59	5
232	16	233
234	28	92
235	19	236
167	60	237
238	61	76
239	62	240
241	63	5
242	16	243
244	38	26
245	19	246
247	64	248
249	27	5
227	16	250
251	15	252
253	33	254
255	65	26
256	15	206
257	3	258
259	66	260
168	12	261
262	66	260
263	4	9
245	8	264
265	22	266
267	4	9
268	67	269
270	68	271
240	7	272
273	15	206
274	69	275
276	70	277
278	6	279
280	50	5
281	71	282
283	3	284
87	4	9
285	72	95
197	73	286
287	22	197
288	74	289
290	40	154
290	68	291
292	75	293
294	28	92
295	62	296
297	4	9
298	29	299
300	57	301
302	4	9
303	28	92
304	39	134
305	16	105
61	27	5
306	9	307
116	50	5
308	26	309
310	30	269
311	76	312
313	22	314
315	36	316
68	10	26
317	45	167
155	40	318
319	77	274
320	22	314
321	30	322
323	15	94
324	62	325
326	22	314
327	57	270
328	28	92
329	38	26
330	78	331
332	28	92
333	36	334
335	79	336
337	28	92
338	80	5
339	81	340
341	45	342
24	16	18
343	4	9
31	12	344
345	82	5
346	28	92
347	22	114
348	19	349
107	6	350
351	4	9
246	6	352
353	75	354
355	8	356
175	29	174
168	12	357
358	10	26
359	45	360
