0	34	1
2	60	3
4	32	5
6	35	7
8	70	9
10	7	11
12	164	13
14	35	15
16	9	17
18	45	19
20	3	21
22	37	23
24	143	25
26	16	27
28	3	29
30	29	31
32	22	2
33	46	34
35	12	36
37	60	38
39	120	40
41	19	42
43	111	44
45	15	46
47	3	48
49	3	21
50	6	49
51	187	52
53	36	54
55	36	56
57	7	58
59	26	60
61	9	62
63	19	64
65	127	66
67	153	68
69	22	70
71	9	72
73	26	74
75	4	76
77	10	78
79	6	80
81	45	82
83	62	84
85	84	86
87	127	88
89	209	90
91	62	92
16	19	93
94	43	95
96	183	97
98	36	99
100	81	101
102	3	21
103	15	46
104	7	105
106	0	107
108	92	109
92	46	110
111	32	112
113	22	2
68	150	114
115	34	116
117	125	118
119	9	120
121	9	122
123	36	124
125	26	126
127	7	128
129	9	130
131	26	132
133	159	134
135	139	136
137	81	71
138	108	139
140	75	108
141	22	87
142	47	143
144	62	145
146	0	147
119	9	148
149	4	76
150	45	151
152	89	153
154	89	155
156	22	157
158	36	159
160	3	29
161	6	162
163	36	164
165	45	166
167	76	168
169	42	170
171	9	172
119	9	173
174	8	175
176	61	177
178	45	82
179	16	180
94	45	181
182	15	46
183	9	184
185	46	186
187	6	188
189	139	136
190	76	191
192	14	193
194	45	195
196	3	29
197	36	198
199	7	200
151	60	201
202	2	203
100	15	204
205	35	206
207	70	208
209	16	63
210	3	21
211	163	212
213	121	214
215	0	216
217	3	218
219	11	220
221	9	222
223	75	224
225	6	226
227	40	228
229	139	136
230	105	149
231	75	232
233	13	234
235	3	236
237	121	238
239	64	240
241	15	46
152	22	146
149	125	242
27	8	111
49	6	243
244	8	111
245	41	246
247	155	248
249	30	250
73	4	76
251	7	252
253	6	254
255	6	256
257	105	258
259	31	260
261	157	262
263	35	264
265	47	198
266	36	56
267	7	161
268	36	269
62	22	157
270	33	271
272	81	273
274	15	46
275	12	276
117	46	198
277	43	95
278	72	238
279	1	280
177	0	281
282	44	283
284	15	46
285	29	126
205	35	286
287	4	76
288	3	29
289	35	290
291	36	292
293	36	294
295	161	296
297	46	298
299	33	300
301	22	146
302	29	70
303	87	304
305	36	182
66	144	306
62	1	93
307	9	308
309	127	310
139	160	311
258	157	257
312	64	313
314	45	315
316	7	267
317	22	87
197	26	170
318	3	21
319	3	29
320	160	238
321	22	170
5	3	21
322	127	310
225	36	323
323	22	2
221	9	100
324	16	71
23	37	325
326	97	146
327	6	328
199	36	329
330	40	331
332	157	333
22	37	334
335	30	170
142	47	336
337	32	338
339	84	340
341	41	342
343	15	46
344	26	170
345	111	346
347	126	348
14	35	349
350	44	351
352	3	29
353	35	354
355	35	264
356	19	357
31	99	358
359	99	360
361	155	362
33	36	363
364	6	365
0	34	112
366	7	367
368	35	369
370	21	230
371	3	372
373	3	29
374	193	375
376	22	377
156	22	378
197	3	29
71	9	379
380	41	82
381	26	382
383	40	22
11	6	369
384	158	385
386	29	387
388	47	389
390	8	391
392	19	95
254	7	393
394	22	87
395	3	21
73	26	170
396	92	397
398	7	253
399	36	72
73	16	400
401	113	402
403	45	404
405	34	406
249	107	407
408	9	409
410	3	29
411	9	412
413	3	29
414	30	170
415	207	416
417	99	360
418	115	419
416	127	88
242	4	76
41	19	420
421	89	422
423	4	76
424	153	425
3	15	46
426	170	427
428	15	46
429	31	430
431	93	432
433	8	434
435	116	170
436	7	437
438	46	439
440	99	360
441	64	257
442	36	443
444	13	445
446	22	447
448	30	449
450	47	451
452	34	453
454	15	46
289	48	455
456	36	294
230	3	48
412	22	378
457	16	458
230	157	459
267	6	460
461	6	98
177	61	176
462	192	463
207	70	464
465	33	300
466	111	467
468	6	469
470	15	46
100	15	46
330	37	471
472	15	46
216	194	215
473	119	378
474	3	21
105	16	475
476	25	477
75	26	170
478	41	246
479	46	480
481	89	450
482	34	1
483	64	484
333	16	485
184	45	486
487	10	488
489	45	490
491	19	492
408	9	493
494	183	495
496	3	48
497	127	498
499	30	170
500	3	29
501	22	502
503	11	504
505	1	456
506	6	507
508	3	29
509	26	510
511	15	46
512	142	513
454	22	2
514	16	101
221	9	515
516	19	200
517	21	518
418	115	519
346	6	518
520	3	29
521	108	320
522	127	88
523	36	326
431	93	524
525	7	526
409	62	256
446	22	87
497	64	527
528	9	529
530	158	36
531	22	87
532	70	225
533	35	534
505	22	146
535	64	199
536	181	537
538	36	539
540	3	29
157	127	66
541	12	542
543	46	544
505	75	456
545	7	546
547	19	108
548	187	52
549	20	550
551	125	552
553	43	554
555	36	274
556	3	29
557	35	558
559	26	285
560	75	561
562	22	2
515	15	46
563	36	564
565	160	311
566	122	567
568	8	391
393	6	254
569	177	570
571	121	132
572	6	460
573	6	574
575	4	76
576	34	10
577	127	578
202	83	203
579	22	146
580	9	581
101	9	34
582	3	29
583	3	29
584	36	585
273	9	586
587	46	493
588	8	4
589	3	21
590	26	2
591	68	592
593	22	2
594	137	595
314	89	153
596	45	597
145	36	144
598	7	599
72	45	404
600	123	601
140	1	108
602	105	200
228	40	22
603	105	604
605	15	46
606	48	607
277	81	411
608	15	46
557	35	427
609	16	610
611	32	234
612	60	343
599	7	613
614	6	615
330	37	616
249	6	617
618	35	619
620	46	621
622	19	349
623	16	71
603	4	76
624	22	157
93	36	625
626	110	627
628	128	629
630	143	25
631	107	348
632	187	633
634	26	382
455	35	635
636	3	29
637	96	638
639	1	640
389	45	37
22	37	641
642	30	510
446	22	643
644	11	220
645	186	646
347	29	60
647	75	648
649	84	650
651	32	280
652	0	653
654	3	21
655	22	146
656	26	657
153	47	299
658	16	659
660	40	331
184	15	46
37	60	661
662	55	291
562	22	378
663	9	34
664	3	21
665	171	666
149	105	230
667	16	668
669	7	437
670	46	671
119	19	114
672	26	673
674	26	170
675	6	676
677	11	220
678	29	513
679	20	377
680	36	681
682	92	182
683	48	557
44	16	174
684	1	685
686	170	1
442	36	687
688	22	146
689	122	690
691	6	692
693	16	694
9	70	695
447	127	696
16	9	593
586	109	697
698	158	699
153	47	700
701	160	214
702	3	48
323	22	377
405	34	703
704	171	144
192	16	171
369	74	302
705	137	212
100	75	706
53	6	707
708	4	76
500	6	709
125	7	710
711	143	25
712	35	713
35	52	714
570	22	378
369	7	10
142	46	715
716	22	2
717	39	616
569	177	718
719	3	29
720	33	721
722	115	723
724	26	725
726	36	515
727	3	21
728	45	729
730	29	731
732	164	733
273	9	734
162	7	735
736	0	737
543	6	514
14	35	738
739	99	360
740	4	76
397	1	396
401	75	706
3	97	2
741	26	132
411	9	742
743	178	744
745	6	746
22	40	23
476	158	747
573	30	126
748	3	29
749	35	266
557	35	750
336	22	146
252	14	484
516	19	656
636	46	363
297	47	122
751	64	131
752	7	753
754	45	37
755	36	756
757	11	758
759	3	29
760	38	78
492	135	761
762	30	763
764	29	157
765	16	766
533	35	765
767	26	768
769	38	78
506	3	29
704	7	251
770	22	567
771	81	772
773	143	774
775	16	528
776	35	777
593	81	528
778	29	779
780	3	29
781	123	601
536	181	782
593	116	2
783	81	61
784	46	785
786	36	787
788	3	48
789	6	790
791	156	792
793	68	794
795	19	796
797	7	587
798	3	29
233	105	234
799	66	629
800	36	103
412	45	404
801	157	802
543	36	803
804	81	61
328	7	327
99	15	46
805	16	491
411	9	806
704	171	807
808	16	101
809	1	636
810	163	811
469	6	468
812	22	2
813	1	814
128	7	414
815	16	816
527	30	170
41	19	817
818	146	7
819	0	70
802	157	801
820	143	25
307	9	821
707	6	468
822	3	21
265	47	156
424	153	823
824	74	2
684	45	404
634	157	825
826	3	48
827	34	828
829	34	830
704	171	831
415	127	696
832	3	48
833	11	834
139	160	835
174	8	836
613	7	255
837	48	838
267	6	161
466	15	46
149	14	20
182	15	204
839	123	840
841	43	95
842	45	151
741	30	132
727	140	843
844	7	845
846	34	847
848	15	46
849	3	29
331	40	660
631	3	29
327	179	850
119	9	851
627	45	82
663	9	277
656	16	101
852	4	76
452	34	853
228	40	471
854	22	378
855	158	856
455	35	206
857	47	858
605	38	78
859	116	170
686	6	860
651	32	95
802	14	242
710	7	125
861	26	170
862	35	863
864	64	865
600	116	170
866	26	170
297	47	867
16	9	868
109	116	869
870	79	421
871	110	872
805	135	873
557	35	874
397	109	875
876	126	877
878	143	25
879	16	880
557	35	881
75	3	48
381	30	382
807	1	882
883	99	360
884	3	29
668	19	885
886	3	21
838	48	557
887	89	265
561	16	129
648	26	170
888	89	815
889	115	890
205	35	891
16	9	515
892	39	616
893	117	894
712	35	895
68	33	67
896	116	170
897	81	183
205	35	863
752	173	898
899	6	623
594	137	549
268	140	98
528	9	900
901	30	902
826	105	20
616	40	903
904	7	905
469	3	29
884	125	881
906	87	304
907	22	377
908	62	909
910	200	911
11	4	76
109	81	174
912	3	21
913	16	119
383	37	914
613	7	598
915	3	29
916	3	21
917	36	918
268	30	170
32	22	378
813	62	919
920	46	222
921	78	922
188	3	29
923	6	924
781	81	925
514	6	53
926	81	273
277	81	927
69	22	643
683	35	928
557	35	929
242	3	29
378	207	930
931	75	932
639	81	663
933	139	136
677	143	25
225	36	934
469	14	935
540	3	236
936	127	88
378	207	13
937	36	326
460	6	938
275	12	542
557	35	939
940	15	941
117	14	118
930	29	567
942	3	29
588	19	192
718	33	424
279	81	411
712	35	943
572	6	938
114	16	119
557	35	944
945	15	46
769	22	146
946	46	947
948	6	949
616	37	818
320	160	311
11	6	10
115	34	777
441	11	950
124	45	19
951	3	29
952	21	459
402	46	38
357	6	953
609	36	165
455	35	954
955	3	29
956	45	490
957	66	350
958	26	959
452	34	960
961	107	962
458	8	391
963	3	21
265	16	433
964	22	2
965	9	966
460	7	393
967	110	409
920	6	240
863	16	63
905	4	76
749	35	369
320	108	968
925	9	969
970	19	971
316	6	972
973	84	170
179	16	71
974	3	29
671	1	248
207	30	975
608	38	976
977	81	183
738	39	616
978	3	29
979	7	587
980	31	981
982	15	46
35	12	983
316	7	972
984	22	146
985	8	391
925	9	329
986	6	987
6	35	988
232	36	231
989	22	2
990	3	29
142	46	991
683	35	118
989	22	146
221	9	178
992	3	21
899	14	459
933	11	921
113	22	146
303	128	304
922	70	993
994	64	995
996	3	29
228	40	793
997	0	678
119	9	661
998	76	168
999	3	29
