1	13	11
40	16	51
42	20	0
21	3	110
34	15	39
6	3	66
16	3	1
75	2	98
101	31	82
76	18	120
50	2	5
82	2	83
79	10	17
36	8	9
90	16	51
81	2	102
55	29	27
95	0	103
57	5	67
83	2	96
92	37	60
33	3	99
88	3	54
34	7	74
1	6	54
2	1	6
103	16	51
0	0	1
107	37	60
3	6	21
37	5	82
54	1	28
82	5	96
11	13	6
2	6	36
46	2	71
23	10	115
68	5	48
38	0	2
35	13	56
33	3	72
36	8	54
126	3	27
37	20	6
30	6	74
33	3	49
113	2	67
2	1	47
3	6	78
58	20	15
92	16	46
28	13	66
54	6	30
47	6	3
42	15	47
131	20	1
0	6	11
121	22	2
69	5	52
40	20	28
3	6	33
39	0	87
130	35	35
101	6	77
58	15	35
56	5	57
6	8	8
86	2	5
54	3	113
40	5	14
52	21	6
43	3	47
63	3	87
16	3	35
115	20	54
34	24	15
41	17	56
62	0	14
74	17	99
2	6	63
21	6	3
36	11	28
47	6	1
79	0	53
11	3	28
96	3	36
42	20	54
45	9	115
34	3	36
54	6	21
55	29	63
12	10	16
28	6	78
128	4	0
36	32	15
131	20	78
100	0	1
100	10	106
12	0	56
3	13	113
75	17	57
112	20	1
60	18	72
94	2	104
119	20	2
78	6	74
72	27	4
35	3	1
27	13	36
44	4	45
18	6	21
47	3	91
37	5	52
39	0	74
47	13	62
25	5	69
59	37	55
128	4	28
56	2	5
77	29	94
50	0	35
7	4	2
126	3	63
42	15	41
36	3	56
37	7	54
77	29	83
6	13	36
59	0	76
9	10	97
34	20	1
1	6	6
37	3	36
75	17	87
45	2	5
119	20	78
15	3	54
43	20	78
14	20	1
54	3	1
40	3	63
36	13	15
33	3	11
29	43	50
73	4	36
76	18	21
26	5	69
54	13	56
90	0	74
60	18	17
89	15	12
64	2	65
35	6	36
55	3	21
63	32	35
21	6	28
10	6	13
22	2	5
53	5	99
39	17	4
87	5	31
45	34	44
21	6	15
21	13	66
20	20	78
89	2	96
2	1	36
35	3	15
3	10	14
5	16	46
91	5	66
1	32	54
101	1	36
12	33	29
40	5	37
39	0	32
14	7	47
28	32	15
77	18	14
57	2	5
12	0	21
107	0	7
35	3	28
28	6	84
83	16	51
54	3	110
79	17	31
39	17	79
20	3	1
60	18	21
48	3	28
83	5	82
22	9	64
16	5	88
28	6	77
55	18	20
21	2	13
58	15	38
82	7	63
28	6	13
52	7	47
53	0	52
36	8	22
87	0	42
28	6	11
13	3	6
101	31	68
68	3	3
28	13	80
35	3	49
8	5	23
89	3	21
28	3	13
22	34	123
6	3	53
34	5	17
58	7	0
133	16	46
15	13	56
54	1	15
55	29	15
15	13	49
41	10	37
126	3	15
11	6	78
15	1	54
6	10	48
33	6	15
60	4	0
15	11	6
35	32	3
93	0	17
21	3	99
14	15	47
90	0	13
21	14	33
1	32	28
74	3	31
23	10	131
42	15	3
56	0	48
87	5	110
2	6	77
63	3	113
22	9	121
77	24	6
116	4	10
55	29	89
38	10	40
61	1	47
8	34	103
114	6	2
47	10	42
107	0	32
42	5	17
28	10	37
13	13	99
25	20	36
89	2	104
121	20	15
63	3	49
68	5	52
101	1	54
73	23	63
64	3	22
119	3	15
4	5	87
34	5	48
91	2	98
76	18	112
48	3	63
10	31	21
26	20	54
17	7	54
9	10	115
44	4	105
27	13	56
28	6	3
