0	2	1
2	5	1
3	12	4
5	7	1
6	11	7
8	5	1
1	3	9
10	7	1
1	3	11
12	5	1
13	5	1
1	3	14
15	2	1
16	7	1
17	5	1
18	2	1
19	7	1
20	4	4
21	5	1
22	2	1
1	3	23
24	4	4
25	4	4
26	5	1
27	4	4
26	7	1
28	4	4
1	3	29
1	3	30
31	12	4
32	7	1
33	4	4
34	2	1
35	7	1
36	12	4
1	3	37
38	2	1
39	7	1
40	7	1
41	5	1
42	2	1
43	12	4
34	7	1
44	7	1
35	5	1
45	2	1
46	2	1
47	2	1
48	2	1
15	12	4
49	5	1
50	4	4
51	7	1
52	2	1
1	3	52
53	2	1
54	2	1
55	7	1
56	7	1
54	5	1
57	4	4
1	3	15
41	4	4
55	12	4
58	12	4
1	3	59
60	12	4
1	3	26
61	12	4
62	2	1
9	7	1
1	3	63
1	3	49
25	2	1
38	4	4
64	5	1
45	5	1
65	5	1
66	5	1
67	7	1
29	12	4
68	4	4
69	5	1
70	4	4
1	3	71
72	12	4
37	5	1
1	3	73
74	12	4
75	2	1
76	2	1
1	3	77
0	7	1
78	4	4
79	2	1
68	5	1
1	3	80
81	4	4
82	7	1
35	12	4
1	3	83
84	5	1
1	3	85
86	5	1
26	12	4
9	4	4
1	3	68
87	5	1
88	2	1
25	7	1
53	7	1
17	7	1
89	12	4
90	12	4
59	2	1
91	7	1
92	5	1
93	2	1
49	7	1
94	7	1
20	2	1
95	12	4
96	2	1
97	2	1
98	5	1
1	3	99
27	7	1
100	5	1
101	12	4
102	5	1
103	5	1
104	5	1
1	3	72
64	12	4
105	2	1
106	2	1
1	3	48
99	12	4
31	5	1
107	4	4
108	5	1
86	12	4
50	2	1
109	5	1
1	3	87
1	3	110
111	4	4
112	2	1
12	7	1
113	2	1
1	3	114
115	2	1
116	5	1
117	5	1
118	5	1
119	5	1
1	3	120
121	2	1
122	12	4
123	12	4
124	4	4
79	5	1
1	3	125
1	3	126
12	2	1
127	7	1
110	5	1
128	5	1
129	7	1
121	5	1
130	2	1
131	7	1
1	3	132
113	7	1
78	2	1
1	10	133
74	5	1
1	3	134
83	2	1
135	7	1
2	7	1
57	2	1
136	12	4
137	11	7
138	5	1
1	3	139
140	12	4
1	8	141
142	5	1
143	5	1
144	2	1
14	12	4
145	7	1
146	12	4
84	2	1
147	12	4
34	4	4
5	5	1
1	3	103
148	4	4
148	2	1
149	7	1
150	5	1
151	7	1
1	3	107
71	7	1
105	12	4
1	3	79
1	3	121
1	3	19
1	3	152
1	3	153
149	5	1
3	7	1
110	2	1
51	12	4
154	12	4
24	2	1
15	5	1
80	2	1
1	3	155
131	5	1
1	3	13
1	3	105
116	2	1
72	5	1
156	7	1
1	3	157
158	5	1
85	5	1
121	4	4
159	5	1
87	7	1
160	2	1
126	12	4
1	3	5
111	7	1
16	4	4
70	7	1
33	7	1
1	3	16
161	2	1
162	4	4
163	7	1
164	7	1
165	7	1
133	4	4
1	3	163
1	3	119
166	11	7
167	12	4
168	12	4
11	7	1
32	12	4
135	12	4
38	7	1
96	5	1
67	5	1
79	12	4
169	7	1
1	3	170
22	7	1
155	4	4
1	3	27
1	3	3
1	3	164
89	2	1
100	2	1
87	2	1
171	2	1
142	4	4
172	2	1
173	7	1
1	3	168
148	5	1
1	3	174
88	12	4
175	2	1
2	2	1
52	7	1
49	2	1
132	2	1
105	7	1
1	3	176
134	4	4
177	4	4
131	2	1
80	5	1
73	7	1
1	3	146
1	3	22
157	5	1
108	7	1
17	2	1
120	5	1
33	5	1
1	10	6
178	2	1
120	4	4
62	5	1
149	2	1
1	3	179
180	4	4
179	7	1
44	2	1
71	2	1
181	12	4
93	4	4
182	4	4
1	3	89
65	7	1
50	5	1
30	12	4
47	5	1
1	3	183
184	7	1
1	3	108
1	3	143
172	7	1
55	5	1
80	4	4
120	2	1
11	12	4
27	2	1
1	10	185
186	7	1
34	5	1
25	5	1
8	2	1
132	5	1
1	3	187
9	2	1
174	7	1
1	3	151
0	5	1
142	2	1
16	2	1
188	7	1
98	12	4
188	5	1
189	5	1
136	5	1
146	7	1
85	2	1
8	12	4
1	3	190
109	2	1
60	2	1
183	5	1
74	2	1
115	4	4
186	5	1
75	5	1
98	2	1
1	1	191
1	3	78
192	12	4
152	2	1
1	3	193
75	12	4
194	5	1
138	7	1
188	12	4
1	3	186
1	3	56
93	5	1
106	5	1
162	7	1
143	2	1
151	4	4
195	2	1
1	3	60
66	7	1
118	2	1
138	2	1
185	11	7
63	2	1
58	5	1
32	2	1
71	12	4
59	5	1
104	7	1
196	2	1
197	12	4
19	4	4
161	4	4
1	3	17
31	2	1
152	4	4
175	4	4
157	2	1
156	2	1
184	2	1
1	3	177
76	5	1
1	3	131
162	2	1
128	2	1
23	5	1
69	12	4
39	5	1
187	5	1
22	5	1
159	7	1
1	3	198
43	5	1
199	7	1
140	7	1
1	3	106
1	3	67
58	2	1
92	7	1
82	4	4
135	5	1
100	12	4
13	2	1
84	12	4
83	5	1
200	12	4
1	3	149
54	7	1
1	11	201
73	5	1
130	7	1
49	12	4
109	12	4
202	7	1
1	3	158
23	12	4
30	2	1
197	7	1
202	5	1
109	7	1
48	5	1
102	7	1
44	12	4
1	3	172
30	7	1
41	2	1
134	7	1
1	3	135
111	5	1
1	3	167
152	7	1
1	3	109
175	5	1
146	2	1
36	7	1
1	11	7
153	5	1
1	3	192
36	2	1
134	2	1
1	3	98
196	12	4
178	5	1
43	2	1
72	2	1
147	2	1
1	3	64
110	4	4
64	7	1
1	3	0
197	2	1
1	3	159
38	5	1
1	3	195
29	7	1
8	7	1
1	3	20
103	2	1
1	3	123
48	12	4
1	3	51
1	3	156
1	3	33
78	7	1
135	2	1
1	3	162
76	12	4
56	2	1
48	7	1
182	5	1
155	5	1
5	12	4
203	5	1
119	4	4
151	2	1
93	7	1
126	2	1
107	7	1
183	7	1
110	7	1
1	3	200
37	4	4
181	7	1
26	2	1
60	7	1
84	7	1
86	7	1
1	3	118
159	12	4
1	3	175
13	12	4
1	3	55
1	3	35
191	13	1
81	7	1
204	5	1
123	2	1
195	7	1
1	3	205
1	3	206
164	2	1
82	2	1
1	3	160
1	3	136
151	5	1
1	3	147
53	12	4
207	5	1
94	12	4
1	3	169
1	3	189
1	3	150
1	3	97
24	5	1
69	2	1
1	3	32
23	2	1
100	7	1
1	3	208
94	2	1
1	3	57
52	4	4
1	3	86
115	7	1
1	3	43
195	12	4
1	3	42
65	2	1
209	4	4
107	5	1
181	2	1
181	5	1
150	2	1
118	12	4
200	7	1
77	7	1
125	4	4
97	7	1
1	3	91
179	5	1
190	12	4
96	12	4
124	7	1
1	3	102
42	5	1
1	3	70
156	5	1
79	7	1
140	5	1
104	12	4
90	5	1
1	3	148
150	7	1
73	2	1
65	12	4
3	2	1
123	5	1
88	7	1
193	5	1
159	2	1
179	2	1
103	7	1
64	2	1
1	3	122
120	7	1
86	2	1
194	2	1
76	7	1
1	3	138
187	7	1
210	2	1
